Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches
58,Pedro Alcalá\Pedro-Alcala,es ESP,DF,Cádiz,es La Liga,31-335,1989,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
59,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,Liverpool,eng Premier League,29-312,1991,9.1,26,2.85,21,2,1,2,0,0,0,0.00,0,0,0,0,0,0,0,Matches
60,Rubén Alcaraz\Ruben-Alcaraz,es ESP,MFDF,Valladolid,es La Liga,29-292,1991,13.3,14,1.05,14,0,0,0,0,0,1,0.08,1,0,0,0,0,0,0,Matches
61,Omar Alderete\Omar-Alderete,py PAR,DF,Hertha BSC,de Bundesliga,24-053,1996,11.3,5,0.44,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
62,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,eng Premier League,31-352,1989,13.9,11,0.79,8,0,0,3,0,0,3,0.22,3,0,0,0,0,0,0,Matches
63,Iván Alejo\Ivan-Alejo,es ESP,MFFW,Cádiz,es La Liga,26-007,1995,3.8,9,2.36,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
64,Carles Aleñá\Carles-Alena,es ESP,MF,Barcelona,es La Liga,23-043,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
65,Carles Aleñá\Carles-Alena,es ESP,MFFW,Getafe,es La Liga,23-043,1998,5.6,16,2.88,8,3,1,2,1,1,2,0.36,2,0,0,0,0,0,0,Matches
66,Rúnar Alex Rúnarsson\Runar-Alex-Runarsson,is ISL,GK,Arsenal,eng Premier League,25-365,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
67,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,22-133,1998,20.5,60,2.93,39,16,2,3,0,0,6,0.29,6,0,0,0,0,0,0,Matches
68,Mohamed Ali Cho\Mohamed-Ali-Cho,fr FRA,FWMF,Angers,fr Ligue 1,17-029,2004,2.1,3,1.46,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
69,Ezgjan Alioski\Ezgjan-Alioski,mk MKD,DFMF,Leeds United,eng Premier League,29-005,1992,15.6,31,1.99,28,1,0,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
70,Rachid Alioui\Rachid-Alioui,ma MAR,FW,Angers,fr Ligue 1,28-244,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
71,Alisson\Alisson,br BRA,GK,Liverpool,eng Premier League,28-138,1992,20.0,3,0.15,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
72,Saturnin Allagbé\Saturnin-Allagbe,bj BEN,GK,Dijon,fr Ligue 1,27-087,1993,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
73,Allan\Allan,br BRA,MF,Everton,eng Premier League,30-040,1991,11.4,17,1.49,12,0,3,1,1,0,1,0.09,1,0,0,0,0,0,0,Matches
74,Dele Alli\Dele-Alli,eng ENG,MF,Tottenham,eng Premier League,24-312,1996,1.2,3,2.60,1,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
75,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Newcastle Utd,eng Premier League,27-007,1994,16.2,40,2.47,31,0,3,2,2,2,3,0.18,3,0,0,0,0,0,0,Matches
76,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,eng Premier League,30-051,1990,5.8,17,2.92,14,0,0,2,1,0,1,0.17,1,0,0,0,0,0,0,Matches
77,Sergio Álvarez\Sergio-Alvarez,es ESP,MF,Eibar,es La Liga,29-025,1992,12.2,8,0.65,8,0,0,0,0,0,1,0.08,1,0,0,0,0,0,0,Matches
78,Yeray Álvarez\Yeray-Alvarez,es ESP,DF,Athletic Club,es La Liga,26-024,1995,14.0,8,0.57,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
79,Bruno Alves\Bruno-Alves,pt POR,DF,Parma,it Serie A,39-082,1981,15.0,5,0.33,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
80,Steven Alzate\Steven-Alzate,co COL,MFDF,Brighton,eng Premier League,22-162,1998,7.5,20,2.67,17,0,1,2,0,0,1,0.13,1,0,0,0,0,0,0,Matches
81,Ibrahim Amadou\Ibrahim-Amadou,fr FRA,MF,Angers,fr Ligue 1,27-317,1993,9.7,15,1.54,11,0,0,2,0,2,2,0.21,1,0,0,1,0,0,0,Matches
82,Romain Amalfitano\Romain-Amalfitano,fr FRA,FWDF,Dijon,fr Ligue 1,31-174,1989,1.3,2,1.55,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
83,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,eng Premier League,26-058,1994,4.1,2,0.49,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
84,Jordan Amavi\Jordan-Amavi,fr FRA,DF,Marseille,fr Ligue 1,26-345,1994,8.2,15,1.83,7,1,1,1,5,0,5,0.61,2,0,0,1,2,0,0,Matches
85,Thierry Ambrose\Thierry-Ambrose,fr FRA,FW,Metz,fr Ligue 1,23-326,1997,5.4,18,3.31,12,1,3,1,1,0,1,0.18,1,0,0,0,0,0,0,Matches
86,Nadiem Amiri\Nadiem-Amiri,de GER,MF,Leverkusen,de Bundesliga,24-113,1996,14.3,52,3.63,34,10,4,4,0,0,11,0.77,7,1,2,1,0,0,0,Matches
87,Ethan Ampadu\Ethan-Ampadu,wal WAL,DFMF,Sheffield Utd,eng Premier League,20-156,2000,15.8,12,0.76,10,1,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
88,Sofyan Amrabat\Sofyan-Amrabat,ma MAR,MF,Fiorentina,it Serie A,24-180,1996,19.6,26,1.33,23,0,1,2,0,0,1,0.05,0,0,0,1,0,0,0,Matches
89,Jon Ander Garrido\Jon-Ander-Garrido,es ESP,MF,Cádiz,es La Liga,31-131,1989,5.0,7,1.40,6,0,0,0,0,1,1,0.20,1,0,0,0,0,0,0,Matches
90,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Lyon,fr Ligue 1,24-262,1996,2.1,1,0.47,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
91,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Fulham,eng Premier League,24-262,1996,16.7,13,0.78,13,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
92,Djavan Anderson\Djavan-Anderson,nl NED,DF,Lazio,it Serie A,25-302,1995,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
93,Elliot Anderson\Elliot-Anderson,sco SCO,MF,Newcastle Utd,eng Premier League,18-103,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
94,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,eng Premier League,27-308,1993,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
95,Sebastian Andersson\Sebastian-Andersson,se SWE,FW,Köln,de Bundesliga,29-217,1991,8.2,9,1.10,5,0,0,3,1,0,2,0.24,0,0,0,1,1,0,0,Matches
96,Nícolas Andrade\Nicolas-Andrade,br BRA,GK,Udinese,it Serie A,32-311,1988,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
97,Benjamin André\Benjamin-Andre,fr FRA,MF,Lille,fr Ligue 1,30-198,1990,21.4,39,1.83,35,0,3,0,1,0,3,0.14,3,0,0,0,0,0,0,Matches
98,Robert Andrich\Robert-Andrich,de GER,MF,Union Berlin,de Bundesliga,26-148,1994,17.1,41,2.40,30,3,4,1,2,1,6,0.35,5,0,0,0,1,0,0,Matches
99,Victorien Angban\Victorien-Angban,ci CIV,MF,Metz,fr Ligue 1,24-141,1996,16.4,24,1.47,23,0,0,0,1,0,2,0.12,2,0,0,0,0,0,0,Matches
100,Miguel Ángel Rubio\Miguel-Angel-Rubio,es ESP,DF,Valladolid,es La Liga,22-343,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
101,José Ángel\Jose-Angel,es ESP,DF,Eibar,es La Liga,31-165,1989,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
102,Angeliño\Angelino,es ESP,DFFW,RB Leipzig,de Bundesliga,24-044,1997,19.9,76,3.83,52,13,6,3,2,0,6,0.30,4,1,1,0,0,0,0,Matches
103,Philip Ankhrah\Philip-Ankhrah,gh GHA,MF,Hellas Verona,it Serie A,18-143,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
104,Cristian Ansaldi\Cristian-Ansaldi,ar ARG,DF,Torino,it Serie A,34-150,1986,7.8,22,2.84,13,6,0,1,1,1,1,0.13,1,0,0,0,0,0,0,Matches
105,Waldemar Anton\Waldemar-Anton,de GER,DF,Stuttgart,de Bundesliga,24-212,1996,17.1,20,1.17,16,1,0,1,1,1,3,0.18,2,0,0,0,1,0,0,Matches
106,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,eng Premier League,30-326,1990,11.9,38,3.20,19,1,3,4,11,0,7,0.59,4,1,0,0,2,0,0,Matches
107,Houssem Aouar\Houssem-Aouar,fr FRA,MF,Lyon,fr Ligue 1,22-232,1998,14.8,80,5.41,53,2,9,6,6,4,11,0.74,7,0,0,4,0,0,0,Matches
108,Adil Aouchiche\Adil-Aouchiche,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,18-217,2002,13.0,56,4.30,32,20,1,0,3,0,6,0.46,5,1,0,0,0,0,0,Matches
109,Dennis Appiah\Dennis-Appiah,fr FRA,DF,Nantes,fr Ligue 1,28-253,1992,9.8,14,1.44,12,0,1,0,0,1,3,0.31,2,0,1,0,0,0,0,Matches
110,Aritz Arambarri\Aritz-Arambarri,es ESP,DF,Real Sociedad,es La Liga,23-017,1998,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
111,Mauro Arambarri\Mauro-Arambarri,uy URU,MF,Getafe,es La Liga,25-140,1995,20.8,27,1.30,15,6,1,2,2,1,2,0.10,1,0,0,1,0,0,0,Matches
112,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,Leverkusen,de Bundesliga,31-306,1989,8.3,14,1.70,13,0,0,0,0,1,1,0.12,1,0,0,0,0,0,0,Matches
113,Luiz Araújo\Luiz-Araujo,br BRA,MF,Lille,fr Ligue 1,24-260,1996,11.3,39,3.44,25,0,10,2,1,1,4,0.35,3,0,0,1,0,0,0,Matches
114,Néstor Araujo\Nestor-Araujo,mx MEX,DF,Celta Vigo,es La Liga,29-172,1991,17.9,7,0.39,7,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
115,Ronald Araújo\Ronald-Araujo,uy URU,DF,Barcelona,es La Liga,21-347,1999,10.4,4,0.38,2,0,1,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
116,Anaitz Arbilla\Anaitz-Arbilla,es ESP,DF,Eibar,es La Liga,33-278,1987,16.4,19,1.16,12,2,3,1,0,1,3,0.18,1,0,1,1,0,0,0,Matches
117,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,eng Premier League,27-356,1993,22.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
118,Santiago Arias\Santiago-Arias,co COL,DF,Leverkusen,de Bundesliga,29-035,1992,1.0,1,1.00,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
119,Karim Aribi\Karim-Aribi,dz ALG,FW,Nîmes,fr Ligue 1,26-238,1994,2.7,6,2.24,4,0,0,2,0,0,0,0.00,0,0,0,0,0,0,0,Matches
120,Unai Arietaleanizbeaskoa\Unai-Arietaleanizbeaskoa,es ESP,FWMF,Eibar,es La Liga,22-047,1999,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
121,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,eng Premier League,28-324,1992,17.2,38,2.20,28,0,4,1,2,3,9,0.52,5,0,2,0,1,1,0,Matches
122,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,de Bundesliga,26-266,1994,17.1,48,2.80,20,19,1,2,6,0,7,0.41,1,3,1,0,2,0,0,Matches
123,Toluwalas Arokodare\Toluwalas-Arokodare,ng NGA,FW,Köln,de Bundesliga,20-086,2000,1.1,1,0.93,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
124,Sergio Arribas\Sergio-Arribas,es ESP,FW,Real Madrid,es La Liga,19-140,2001,0.7,1,1.36,1,0,0,0,0,0,1,1.36,1,0,0,0,0,0,0,Matches
125,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,26-137,1994,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
126,Tolgay Arslan\Tolgay-Arslan,de GER,MF,Udinese,it Serie A,30-185,1990,12.4,16,1.29,13,0,0,0,3,0,1,0.08,1,0,0,0,0,0,0,Matches
